house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00086590,130,13,41,27,17,3,23,6
E00086591,161,16,23,68,30,4,15,5
E00086592,117,10,10,59,30,2,4,2
E00086593,122,18,12,66,15,1,5,5
E00086594,110,40,14,41,5,0,7,3
E00086596,207,26,34,83,37,2,19,6
E00086597,127,15,24,49,17,6,15,1
E00086598,135,13,22,56,29,7,6,2
E00086599,129,17,19,53,14,2,22,2
E00086601,109,8,34,30,19,7,11,0
E00086602,135,19,16,62,24,4,9,1
E00086603,105,18,26,37,11,3,10,0
E00086604,132,12,21,17,18,11,47,6
E00086605,119,21,13,51,12,3,12,7
E00086606,113,9,9,24,17,16,33,5
E00086607,106,8,9,18,29,9,26,7
E00086608,131,22,21,33,27,3,23,2
E00086609,118,17,11,57,20,3,7,3
E00086610,124,19,15,45,22,9,11,3
E00086611,160,21,30,39,22,7,34,7
E00086612,109,10,12,22,15,2,39,9
E00086613,124,38,21,38,21,0,4,2
E00086614,118,46,21,36,5,1,7,2
E00086615,147,13,25,49,26,4,26,4
E00086616,130,10,14,54,30,4,14,4
E00086617,114,8,15,52,27,3,7,2
E00086618,124,27,39,27,12,9,8,2
E00086619,138,6,39,33,27,10,16,7
E00086620,128,48,15,36,11,1,13,4
E00086621,145,17,27,39,31,12,11,8
E00086622,118,21,19,42,22,3,6,5
E00086623,138,15,17,49,30,9,11,7
E00086624,111,16,26,20,23,12,13,1
E00086625,130,13,23,47,23,8,12,4
E00086626,137,9,34,32,28,9,24,1
E00086627,129,17,30,43,20,5,9,5
E00086628,113,11,53,29,5,5,8,2
E00086629,134,3,25,25,9,4,62,6
E00086630,148,15,49,18,9,11,44,2
E00086631,122,9,21,53,6,2,29,2
E00086632,142,5,49,21,17,5,38,7
E00086633,164,16,90,25,8,3,19,3
E00086634,125,5,31,23,12,3,49,2
E00086635,207,6,78,54,11,12,43,3
E00086636,113,8,21,25,14,4,37,4
E00086637,128,6,49,25,11,4,29,4
E00086638,130,10,52,33,9,5,20,1
E00086639,136,3,77,16,13,7,15,5
E00086640,149,12,36,21,28,15,23,14
E00086641,141,13,53,11,23,7,26,8
E00086642,125,8,26,15,23,6,29,18
E00086643,120,3,14,13,42,3,28,17
E00086646,151,19,25,18,35,11,31,12
E00086647,133,8,24,13,33,6,28,21
E00086648,136,13,45,18,34,14,9,3
E00086649,128,10,58,18,19,16,4,3
E00086650,134,5,46,15,29,18,13,8
E00086651,175,2,43,28,39,32,23,8
E00086652,119,4,18,14,32,9,25,17
E00086653,138,4,18,18,37,10,27,24
E00086654,166,6,49,20,40,29,14,8
E00086655,114,10,17,12,23,8,28,16
E00086656,87,3,17,6,18,2,32,9
E00086657,126,2,7,12,40,12,30,23
E00086658,115,10,35,19,11,1,34,5
E00086659,126,4,19,14,29,18,30,12
E00086660,147,24,46,22,7,1,44,3
E00086661,173,9,42,17,7,2,95,1
E00086662,130,46,31,33,7,1,11,1
E00086663,120,4,23,9,6,3,70,5
