pop..lsoa_code,pop..total_persons,pop..males,pop..females,pop..x0_4_years,pop..x5_11_years,pop..x12_17_years,pop..x18_29_years,pop..x30_39_years,pop..x40_59_years,pop..x60_74_years,pop..x75_years
E01025068,1535,805,730,103,164,150,231,225,376,167,119
E01025069,1409,713,696,88,157,100,240,207,389,159,69
E01025070,1194,615,579,105,118,91,182,160,300,149,89
E01025071,1299,647,652,60,91,85,188,161,361,242,111
E01025072,1359,695,664,97,124,81,281,167,356,161,92
E01025073,1239,640,599,83,90,70,160,112,349,253,122
E01025074,1337,640,697,43,76,95,186,97,377,285,178
E01025075,1710,824,886,131,146,118,253,263,469,206,124
E01025076,1353,645,708,80,120,77,174,187,329,241,145
E01025077,1345,652,693,73,103,89,165,146,347,260,162
E01025078,1400,719,681,92,111,97,166,185,346,284,119
E01025079,1553,770,783,81,104,84,194,140,408,324,218
E01025080,1654,808,846,90,115,110,214,152,484,326,163
E01025081,1627,836,791,92,113,101,219,186,479,319,118
E01025082,1775,868,907,124,238,178,266,249,411,216,93
E01025083,2285,1129,1156,210,310,196,398,305,494,228,144
E01025084,1610,839,771,127,213,189,266,280,351,125,59
E01025085,1409,662,747,71,121,83,163,126,343,284,218
E01025086,1427,624,803,45,75,56,129,69,317,371,365
E01025087,1346,617,729,46,70,87,115,88,314,291,335
E01025088,1079,539,540,44,73,86,136,125,307,211,97
E01025089,1415,680,735,56,92,90,135,119,369,354,200
E01025090,1576,762,814,39,99,105,177,121,434,383,218
E01025091,1624,782,842,74,142,147,266,190,421,276,108
E01025092,1191,572,619,67,110,100,173,156,292,197,96
E01025093,2733,1465,1268,61,97,83,1758,268,262,128,76
E01025094,1397,771,626,52,84,178,375,154,314,192,48
E01025095,2809,1552,1257,185,265,119,605,531,743,302,59
E01025096,1628,801,827,69,164,93,221,195,438,300,148
E01025097,1541,766,775,72,158,127,214,180,389,249,152
E01025098,1371,680,691,55,110,81,151,110,323,313,228
E01025099,1866,1000,866,84,76,74,705,274,407,150,96
E01025100,2368,1182,1186,160,199,134,470,415,602,249,139
E01025101,1491,760,731,114,139,95,287,226,355,193,82
E01025102,1703,818,885,79,138,114,489,205,337,229,112
E01025103,1336,652,684,41,100,93,202,96,364,302,138
E01025105,7400,3705,3695,49,109,101,6176,158,380,312,115
E01025106,2196,1062,1134,117,168,180,522,235,538,261,175
E01025107,1667,833,834,65,124,110,201,127,494,351,195
E01025108,1456,741,715,86,156,100,168,158,357,294,137
E01025109,1210,554,656,58,107,77,137,103,359,227,142
E01025110,1619,857,762,90,131,116,331,229,442,209,71
E01025111,1791,859,932,112,175,118,276,220,463,288,139
E01025112,1663,848,815,121,142,98,264,218,400,281,139
E01025113,1578,770,808,111,124,123,206,206,404,289,115
E01025114,1543,778,765,77,109,88,203,123,369,333,241
E01025115,1540,765,775,102,172,120,223,205,399,228,91
E01025116,1284,623,661,43,123,65,153,88,344,319,149
E01025117,1382,758,624,102,112,101,238,163,457,168,41
E01025118,1185,588,597,80,148,87,146,140,308,197,79
E01025119,1500,703,797,96,140,84,175,153,342,230,280
E01025120,1617,816,801,113,195,134,222,286,404,198,65
E01025121,2165,1070,1095,160,248,104,339,273,543,343,155
E01025122,1715,818,897,97,131,128,146,184,449,365,215
E01025123,2684,1349,1335,170,306,192,406,393,734,310,173
E01025124,1650,773,877,136,206,107,290,191,382,230,108
E01025125,1563,835,728,59,54,62,943,165,171,63,46
E01025126,2059,1061,998,99,163,158,425,260,595,239,120
E01025127,1426,691,735,86,123,79,158,166,346,278,190
E01025128,1443,737,706,35,61,52,615,195,283,152,50
