house..oa_id,house..total_households,house..one_person_household_65,house..one_person_household_64,house..couple_no_dependent_children,house..couple_dependent_children,house..lone_parent_dependent_children,house..other_household_no_dependent_children,house..other_household_dependent_children
E00005022,79,11,6,13,24,11,11,3
E00005023,159,11,45,18,33,18,28,6
E00005024,103,1,16,5,13,52,7,9
E00005025,102,9,15,13,32,10,10,13
E00005026,64,10,9,10,8,18,7,2
E00005027,125,4,36,10,28,22,13,12
E00005028,152,6,57,24,22,23,14,6
E00005029,125,4,19,17,28,24,24,9
E00005030,139,34,41,16,11,20,15,2
E00005031,227,9,73,34,29,34,34,14
E00005032,134,18,34,13,28,26,10,5
E00005033,138,22,21,6,20,45,13,11
E00005034,135,12,29,14,18,33,18,11
E00005035,126,3,59,14,12,6,25,7
E00005036,137,9,26,20,22,37,21,2
E00005039,122,7,23,23,27,11,12,19
E00005040,118,13,11,18,38,9,18,11
E00005041,168,7,21,31,40,28,21,20
E00005042,124,15,6,27,42,7,12,15
E00005043,121,5,11,35,32,13,18,7
E00005044,120,9,11,23,29,17,20,11
E00005045,127,2,18,19,25,22,24,17
E00005046,103,5,12,15,31,15,13,12
E00005047,120,6,19,29,32,17,12,5
E00005048,111,1,26,13,31,13,12,15
E00005049,125,10,27,16,29,12,24,7
E00005050,118,6,11,13,26,8,24,30
E00005051,115,15,9,17,19,24,14,17
E00005052,96,8,13,23,23,6,14,9
E00005053,103,8,17,15,33,10,12,8
E00005054,78,6,12,13,17,7,15,8
E00005055,135,8,18,51,30,10,13,5
E00005056,123,14,13,51,34,1,10,0
E00005057,133,16,20,44,30,11,8,4
E00005058,119,10,13,49,31,2,13,1
E00005059,130,17,11,69,19,2,11,1
E00005060,117,18,15,25,20,19,18,2
E00005061,150,18,24,48,27,10,17,6
E00005062,122,14,30,11,18,31,10,8
E00005063,124,16,8,52,34,3,5,6
E00005064,135,17,19,37,30,14,13,5
E00005065,144,20,16,56,27,10,11,4
E00005066,131,12,14,19,24,40,10,12
E00005067,112,15,8,39,30,8,11,1
E00005068,125,19,4,56,36,1,7,2
E00005069,117,6,19,38,22,15,9,8
E00005070,119,13,12,50,24,6,12,2
E00005071,113,43,10,33,22,1,0,4
E00005072,132,20,9,50,34,1,13,5
E00005073,117,16,8,43,41,1,7,1
E00005074,117,15,4,48,39,4,4,3
E00005075,123,17,7,64,25,0,8,2
E00005076,118,21,9,50,26,5,5,2
E00005077,111,25,5,43,21,5,11,1
E00005078,142,27,8,58,34,7,6,2
E00005079,136,11,30,48,32,7,8,0
E00005080,135,17,15,42,44,5,11,1
E00005081,136,15,18,53,28,10,9,3
E00005082,135,63,11,32,13,9,4,3
E00005083,130,15,13,53,44,0,4,1
E00005084,136,19,8,52,31,10,13,3
E00005085,117,26,17,31,22,8,12,1
E00005086,133,17,14,51,29,8,11,3
E00005087,125,20,9,46,26,3,18,3
E00005088,129,16,12,36,38,9,15,3
E00005089,116,26,11,60,11,2,6,0
E00005090,121,11,8,51,33,7,8,3
E00005091,126,18,14,53,29,5,6,1
E00005092,123,24,11,42,26,6,13,1
E00005093,105,21,9,31,16,18,9,1
E00005094,177,17,8,69,53,3,19,8
E00005095,136,10,11,51,47,4,8,5
E00005096,148,6,15,53,51,13,7,3
E00005097,133,9,16,50,32,3,13,10
E00005098,123,7,8,61,39,2,3,3
E00005099,131,7,48,25,20,17,11,3
E00005100,125,8,8,48,40,9,6,6
E00005101,127,15,6,54,31,9,9,3
E00005102,121,14,44,23,15,10,11,4
E00005103,118,20,9,40,30,12,5,2
E00005104,146,14,24,35,27,17,24,5
E00005105,125,22,16,39,25,11,7,5
E00005106,121,10,17,37,39,9,5,4
E00005107,123,15,10,53,28,5,10,2
E00005108,133,14,15,34,34,11,21,4
E00005109,125,13,7,38,35,10,15,7
E00005110,126,19,17,37,22,13,13,5
E00005111,136,11,8,52,44,9,11,1
E00005112,113,17,9,38,32,11,5,1
E00005113,133,8,14,40,52,4,12,3
E00005114,128,12,11,42,37,11,12,3
E00005115,156,9,14,59,38,5,22,9
E00005116,140,14,11,47,40,4,17,7
E00005117,117,4,20,38,21,8,20,6
E00005118,128,10,23,41,25,11,14,4
E00005119,108,9,9,43,29,3,8,7
E00005120,125,15,5,55,31,6,10,3
E00005121,128,7,11,46,45,3,10,6
E00005122,115,4,7,47,42,1,8,6
E00005123,118,11,8,42,35,4,11,7
E00005124,114,15,5,41,43,2,4,4
E00005125,105,8,4,36,33,5,12,7
E00005126,115,12,6,50,29,2,10,6
E00005127,102,14,18,28,19,2,15,6
E00005128,130,8,5,48,51,2,9,7
E00005129,123,9,8,41,33,9,15,8
E00005130,125,39,20,28,12,9,16,1
E00005131,96,10,10,26,29,5,7,9
E00005132,150,15,18,51,41,9,11,5
E00005133,214,22,68,60,26,10,24,4
E00005134,119,6,26,35,25,9,13,5
E00005135,105,1,27,8,14,36,16,3
E00005136,217,7,113,51,25,9,12,0
E00005137,151,10,33,44,30,9,20,5
E00005138,129,16,24,30,34,6,11,8
E00005139,108,8,4,60,24,2,6,4
E00005140,161,28,53,29,18,14,16,3
E00005141,126,9,45,21,25,8,14,4
E00005142,121,20,48,24,13,3,9,4
E00005143,113,9,29,36,25,2,8,4
E00005144,156,9,64,45,12,7,18,1
E00005145,112,18,9,48,17,3,10,7
E00005146,120,3,53,20,13,3,22,6
E00005147,152,7,66,41,8,9,21,0
E00005148,115,9,28,26,18,16,15,3
E00005149,156,8,64,43,16,6,15,4
E00005150,148,8,63,31,11,10,23,2
E00005151,170,8,75,41,21,7,14,4
E00005152,125,4,45,46,14,7,7,2
E00005153,133,6,27,34,28,12,24,2
E00005154,161,16,33,73,24,2,10,3
E00005155,120,15,28,25,25,10,15,2
E00005156,121,8,14,54,29,4,8,4
E00005157,129,11,26,42,24,12,10,4
E00005158,125,8,28,39,22,13,13,2
E00005159,122,13,28,30,25,6,14,6
E00005160,134,12,58,28,15,3,13,5
E00005161,97,12,28,25,16,5,8,3
E00005162,159,11,55,21,25,25,18,4
E00005163,118,5,18,37,26,19,10,3
E00005164,155,8,52,30,24,21,16,4
E00005165,120,9,24,38,27,7,11,4
E00005166,126,7,10,52,34,3,15,5
E00005167,111,5,23,33,30,6,12,2
E00005168,99,11,43,13,10,9,11,2
E00005169,103,11,28,20,25,5,11,3
E00005170,107,7,16,45,26,2,8,3
E00005171,166,8,41,31,34,36,12,4
E00005172,98,26,22,23,17,5,5,0
E00005173,95,12,10,23,18,11,12,9
E00005174,115,6,34,22,13,16,21,3
E00005175,106,5,22,30,25,12,12,0
E00005176,124,18,7,56,27,2,11,3
E00005177,119,8,33,25,21,13,13,6
E00005178,122,14,30,30,15,16,12,5
E00005179,132,8,42,35,22,12,8,5
E00005180,130,5,16,49,36,5,14,5
E00005181,114,5,30,25,17,10,20,7
E00005182,91,11,16,26,22,3,12,1
E00005183,96,8,6,52,20,1,7,2
E00005184,97,6,14,36,18,9,9,5
E00005185,89,14,10,38,19,2,4,2
E00005186,97,16,6,50,19,2,3,1
E00005187,91,14,12,24,25,3,9,4
E00005188,108,13,37,29,14,2,7,6
E00005189,114,12,56,17,9,8,11,1
E00005190,131,32,26,38,25,1,7,2
E00005191,155,4,62,40,15,8,23,3
E00005192,121,18,22,35,31,1,9,5
E00005193,103,24,28,16,9,9,14,3
E00005194,137,11,41,32,29,8,13,3
E00005195,144,11,52,26,22,13,13,7
E00005196,99,3,29,27,16,6,17,1
E00005197,158,26,63,32,11,9,15,2
E00005198,90,6,14,27,21,3,15,4
E00005199,159,57,40,22,12,16,10,2
E00005200,126,6,60,32,17,1,9,1
E00005201,137,12,62,23,17,6,14,3
E00005202,182,5,83,19,25,28,20,2
E00005203,128,22,49,30,16,4,5,2
E00005204,135,32,39,21,10,7,22,4
E00005205,141,15,28,43,26,7,18,4
E00005206,248,12,72,50,37,24,40,13
E00005208,101,8,23,22,16,11,18,3
E00005209,178,11,63,38,23,19,17,7
E00005210,111,7,14,12,25,30,18,5
E00005211,127,25,30,45,22,1,3,1
E00005212,112,17,12,36,19,10,13,5
E00005213,139,5,36,35,17,24,17,5
E00005214,208,4,82,35,27,26,29,5
E00005215,113,7,28,34,16,13,10,5
E00005216,146,7,44,20,17,31,18,9
E00005217,123,6,49,24,21,4,19,0
E00005218,128,9,43,25,22,7,15,7
E00005219,86,10,12,25,22,3,11,3
E00005220,134,8,36,25,26,15,23,1
E00005221,104,10,39,29,10,6,8,2
E00005222,151,7,77,28,14,7,17,1
E00005223,119,9,49,16,15,10,18,2
E00005224,141,8,48,22,11,34,13,5
E00005225,167,6,59,20,30,31,15,6
E00005226,139,1,42,18,16,32,25,5
E00005227,141,23,35,30,24,10,15,4
E00005228,118,8,45,25,22,4,11,3
E00005229,101,9,4,48,17,3,14,6
E00005230,84,11,2,36,20,3,7,5
E00005231,126,14,24,29,27,9,21,2
E00005232,86,14,20,22,19,0,9,2
E00005233,142,6,52,32,21,17,11,3
E00005234,121,22,20,26,33,4,12,4
E00005235,87,23,15,12,9,15,10,3
E00005236,120,14,16,28,38,7,10,7
E00005237,117,11,24,33,34,3,9,3
E00005238,118,12,13,53,18,2,10,10
E00005239,106,67,11,13,5,1,8,1
E00005240,247,44,92,44,27,16,23,1
E00005241,134,13,31,34,41,5,10,0
E00005242,143,30,48,19,26,3,13,4
E00005243,163,4,61,43,20,4,29,2
E00005244,101,13,20,21,16,15,12,4
E00005245,100,15,15,35,11,7,13,4
E00005246,131,12,15,35,20,19,19,11
E00005247,113,8,9,12,26,40,11,7
E00005248,131,9,13,37,32,21,8,11
E00005249,117,7,13,29,22,17,23,6
E00005250,133,9,23,30,23,27,15,6
E00005251,104,11,6,26,21,13,19,8
E00005252,120,3,8,12,41,36,13,7
E00005253,128,6,9,24,25,43,12,9
E00005254,129,6,17,23,32,29,15,7
E00005255,125,4,16,10,23,54,15,3
